match_id,team_name,series_win,maps_won,maps_lost,series_kills,series_deaths,series_damage,series_kdr,avg_bp_rtg,bp_std,bp_max,top_kills_share,bp_range,date_utc,best_of,stage,is_lan
93885,Los Angeles Thieves,0,3,4,469,479,60811,0.9791231732776616,0.915,0.054467115461227296,0.99,0.27078891257995735,0.07499999999999996,2025-02-02 14:30:00+00:00,7,major finals,1
93886,Los Angeles Thieves,1,3,0,235,220,29064,1.068181818181818,1.2525,0.03862210075418831,1.29,0.25957446808510637,0.03750000000000009,2025-02-14 15:00:00+00:00,5,minor,0
93886,Carolina Royal Ravens,0,0,3,220,235,28381,0.9361702127659576,0.7474999999999999,0.09878427675158297,0.84,0.32272727272727275,0.09249999999999992,2025-02-14 15:00:00+00:00,5,minor,0
93887,Boston Breach,1,3,1,341,323,42190,1.0557275541795663,1.17,0.1503329637837291,1.37,0.31671554252199413,0.20000000000000018,2025-02-14 16:30:00+00:00,5,minor,0
93887,Vegas Falcons,0,1,3,323,341,40921,0.9472140762463344,0.8275,0.07889866919029753,0.88,0.29102167182662536,0.05249999999999999,2025-02-14 16:30:00+00:00,5,minor,0
93888,Atlanta FaZe,0,1,3,316,340,40827,0.9294117647058824,0.8025,0.012583057392117899,0.82,0.26582278481012656,0.01749999999999996,2025-02-14 18:00:00+00:00,5,minor,0
93888,Vancouver Surge,1,3,1,339,316,41779,1.0727848101265822,1.1975,0.1459166428707385,1.33,0.2890855457227139,0.13250000000000006,2025-02-14 18:00:00+00:00,5,minor,0
93889,LA Guerrillas M8,0,2,3,359,342,44885,1.0497076023391814,1.025,0.026457513110645866,1.05,0.28690807799442897,0.025000000000000133,2025-02-15 15:00:00+00:00,5,minor,0
93889,Boston Breach,1,3,2,341,359,44566,0.9498607242339832,0.975,0.11000000000000006,1.08,0.2844574780058651,0.1050000000000001,2025-02-15 15:00:00+00:00,5,minor,0
93890,Miami Heretics,0,1,3,323,363,41277,0.8898071625344353,0.8400000000000001,0.10392304845413265,0.91,0.29102167182662536,0.07000000000000006,2025-02-15 16:30:00+00:00,5,minor,0
93890,Minnesota RØKKR,1,3,1,362,323,43868,1.1207430340557276,1.16,0.0941629792788369,1.27,0.27624309392265195,0.1100000000000001,2025-02-15 16:30:00+00:00,5,minor,0
93891,Atlanta FaZe,1,3,0,220,175,27173,1.2571428571428571,1.2675,0.12038133853162893,1.4,0.2863636363636364,0.13249999999999984,2025-02-15 18:00:00+00:00,5,minor,0
93891,OpTic Texas,0,0,3,175,221,23253,0.7918552036199095,0.7324999999999999,0.0853912563829966,0.82,0.3028571428571429,0.08750000000000002,2025-02-15 18:00:00+00:00,5,minor,0
93892,Cloud9 New York,1,3,0,234,204,28638,1.1470588235294117,1.215,0.06952217871538079,1.3,0.2606837606837607,0.08500000000000019,2025-02-15 19:30:00+00:00,5,minor,0
93892,Toronto Ultra,0,0,3,204,234,26529,0.8717948717948718,0.785,0.08346656017032605,0.87,0.30392156862745096,0.08499999999999996,2025-02-15 19:30:00+00:00,5,minor,0
93893,Vegas Falcons,0,1,3,281,313,36620,0.8977635782747604,0.835,0.15800843859321778,1.06,0.28825622775800713,0.2250000000000001,2025-02-16 15:00:00+00:00,5,minor,0
93893,Los Angeles Thieves,1,3,1,312,281,38620,1.1103202846975089,1.165,0.08660254037844378,1.27,0.2948717948717949,0.10499999999999998,2025-02-16 15:00:00+00:00,5,minor,0
93894,Carolina Royal Ravens,0,1,3,338,362,44073,0.9337016574585636,0.885,0.09469248474227861,1.01,0.27218934911242604,0.125,2025-02-16 16:30:00+00:00,5,minor,0
93894,Toronto Ultra,1,3,1,361,338,45126,1.0680473372781063,1.1150000000000002,0.1377195217340907,1.31,0.30193905817174516,0.19500000000000006,2025-02-16 16:30:00+00:00,5,minor,0
93895,Vancouver Surge,1,3,2,371,364,46277,1.0192307692307692,1.0975,0.0956991814663706,1.22,0.29649595687331537,0.12249999999999983,2025-02-16 18:00:00+00:00,5,minor,0
93895,Cloud9 New York,0,2,3,364,371,46401,0.981132075471698,0.9025,0.06701989754294368,0.99,0.2802197802197802,0.08750000000000002,2025-02-16 18:00:00+00:00,5,minor,0
93896,OpTic Texas,0,0,3,270,309,34942,0.8737864077669902,0.8475,0.17289206652321176,0.96,0.2777777777777778,0.11249999999999993,2025-02-16 19:30:00+00:00,5,minor,0
93896,Minnesota RØKKR,1,3,0,309,270,37255,1.1444444444444444,1.1525,0.03947573094109006,1.21,0.2912621359223301,0.05750000000000011,2025-02-16 19:30:00+00:00,5,minor,0
93897,Minnesota RØKKR,0,0,3,186,212,24703,0.8773584905660378,0.8274999999999999,0.13450526631573453,1.01,0.27419354838709675,0.1825,2025-02-21 15:00:00+00:00,5,minor,0
93897,Carolina Royal Ravens,1,3,0,211,186,26646,1.1344086021505375,1.1749999999999998,0.09146948489341498,1.31,0.2938388625592417,0.135,2025-02-21 15:00:00+00:00,5,minor,0
93898,Miami Heretics,1,3,0,222,210,28660,1.0571428571428572,1.1124999999999998,0.09569918146637059,1.2,0.2882882882882883,0.08749999999999991,2025-02-21 16:30:00+00:00,5,minor,0
93898,LA Guerrillas M8,0,0,3,209,222,28014,0.9414414414414416,0.8875,0.06601767440112788,0.98,0.291866028708134,0.09250000000000003,2025-02-21 16:30:00+00:00,5,minor,0
93899,Vegas Falcons,0,0,3,159,193,20501,0.8238341968911918,0.6325,0.0809835374217089,0.71,0.2641509433962264,0.07750000000000001,2025-02-21 18:00:00+00:00,5,minor,0
93899,Cloud9 New York,1,3,0,193,159,24084,1.2138364779874211,1.3675000000000002,0.06652067347825033,1.46,0.29533678756476683,0.0924999999999998,2025-02-21 18:00:00+00:00,5,minor,0
93900,Atlanta FaZe,1,3,1,375,279,45804,1.3440860215053765,1.315,0.08346656017032607,1.42,0.2853333333333333,0.10499999999999998,2025-02-22 15:00:00+00:00,5,minor,0
93900,Miami Heretics,0,1,3,279,375,37892,0.744,0.6824999999999999,0.014999999999999963,0.7,0.2724014336917563,0.01749999999999996,2025-02-22 15:00:00+00:00,5,minor,0
93901,Carolina Royal Ravens,1,3,0,217,180,25999,1.2055555555555555,1.35,0.13928388277184114,1.45,0.2857142857142857,0.09999999999999987,2025-02-22 16:30:00+00:00,5,minor,0
93901,OpTic Texas,0,0,3,180,217,23746,0.8294930875576036,0.65,0.06976149845485449,0.75,0.29444444444444445,0.09999999999999998,2025-02-22 16:30:00+00:00,5,minor,0
93902,LA Guerrillas M8,0,1,3,344,364,43653,0.945054945054945,0.9325,0.07932002689527196,1.0,0.2761627906976744,0.0675,2025-02-22 18:00:00+00:00,5,minor,0
93902,Vancouver Surge,1,3,1,364,344,44423,1.058139534883721,1.0699999999999998,0.08445906306213281,1.14,0.3131868131868132,0.07000000000000006,2025-02-22 18:00:00+00:00,5,minor,0
93903,Toronto Ultra,1,3,2,373,375,47892,0.9946666666666668,1.02,0.06633249580710808,1.11,0.2761394101876676,0.09000000000000008,2025-02-22 19:30:00+00:00,5,minor,0
93903,Boston Breach,0,2,3,375,373,48353,1.0053619302949062,0.98,0.10893423092245456,1.13,0.296,0.1499999999999999,2025-02-22 19:30:00+00:00,5,minor,0
93904,Minnesota RØKKR,1,3,0,187,150,22938,1.2466666666666666,1.3275,0.10626225419530044,1.41,0.27807486631016043,0.08250000000000002,2025-02-23 15:00:00+00:00,5,minor,0
93904,Vegas Falcons,0,0,3,150,187,20679,0.8021390374331551,0.675,0.04654746681256315,0.72,0.3,0.04499999999999993,2025-02-23 15:00:00+00:00,5,minor,0
93905,Toronto Ultra,0,0,3,260,291,34320,0.8934707903780069,0.72,0.09416297927883693,0.8,0.3192307692307692,0.08000000000000007,2025-02-23 16:30:00+00:00,5,minor,0
93905,Los Angeles Thieves,1,3,0,291,260,35358,1.1192307692307693,1.28,0.1435270009440732,1.46,0.2852233676975945,0.17999999999999994,2025-02-23 16:30:00+00:00,5,minor,0
93906,Cloud9 New York,1,3,0,184,117,21870,1.5726495726495726,1.415,0.03109126351029608,1.45,0.27717391304347827,0.03499999999999992,2025-02-23 18:00:00+00:00,5,minor,0
93906,Boston Breach,0,0,3,117,184,17409,0.6358695652173914,0.5875,0.06075908711186064,0.64,0.27350427350427353,0.05249999999999999,2025-02-23 18:00:00+00:00,5,minor,0
93907,Boston Breach,0,1,3,337,363,43280,0.928374655647383,0.8425,0.0670198975429437,0.91,0.29080118694362017,0.0675,2025-02-28 18:00:00+00:00,5,major,1
93907,Vancouver Surge,1,3,1,363,337,45046,1.0771513353115727,1.1549999999999998,0.07852812659593167,1.22,0.25895316804407714,0.06499999999999995,2025-02-28 18:00:00+00:00,5,major,1
93908,OpTic Texas,1,3,1,297,286,37586,1.0384615384615383,1.1324999999999998,0.06898067362191625,1.19,0.26936026936026936,0.057499999999999885,2025-02-28 16:30:00+00:00,5,major,1
93908,Vegas Falcons,0,1,3,286,297,37169,0.9629629629629628,0.865,0.0858292879305582,0.97,0.3146853146853147,0.10499999999999998,2025-02-28 16:30:00+00:00,5,major,1
93909,Minnesota RØKKR,0,2,3,365,343,46914,1.064139941690962,1.045,0.12041594578792286,1.16,0.27671232876712326,0.11499999999999999,2025-02-28 19:30:00+00:00,5,major,1
93909,Cloud9 New York,1,3,2,343,365,44498,0.9397260273972604,0.9575,0.060759087111860594,1.01,0.27405247813411077,0.05249999999999999,2025-02-28 19:30:00+00:00,5,major,1
93910,Miami Heretics,0,2,3,338,328,44244,1.0304878048780488,0.96,0.0890692614392493,1.06,0.28402366863905326,0.10000000000000009,2025-02-28 15:00:00+00:00,5,major,1
93910,LA Guerrillas M8,1,3,2,328,339,43254,0.967551622418879,1.0375,0.051234753829798065,1.09,0.27134146341463417,0.05249999999999999,2025-02-28 15:00:00+00:00,5,major,1
93911,Atlanta FaZe,0,2,3,358,355,45284,1.008450704225352,0.965,0.091104335791443,1.1,0.2877094972067039,0.135,2025-03-01 16:30:00+00:00,5,major,1
93911,Vancouver Surge,1,3,2,354,358,45010,0.988826815642458,1.0325,0.15195942440884228,1.22,0.2853107344632768,0.1875,2025-03-01 16:30:00+00:00,5,major,1
93912,Toronto Ultra,1,3,0,270,235,33537,1.148936170212766,1.295,0.12041594578792297,1.46,0.2851851851851852,0.16500000000000004,2025-03-01 18:00:00+00:00,5,major,1
93912,OpTic Texas,0,0,3,235,270,31444,0.8703703703703703,0.705,0.11210114480533491,0.87,0.3021276595744681,0.16499999999999992,2025-03-01 18:00:00+00:00,5,major,1
93913,Los Angeles Thieves,1,3,1,309,266,37631,1.1616541353383458,1.16,0.10677078252031308,1.22,0.2912621359223301,0.06000000000000005,2025-03-01 19:30:00+00:00,5,major,1
93913,Cloud9 New York,0,1,3,265,309,35231,0.8576051779935275,0.8350000000000001,0.08544003745317534,0.89,0.2792452830188679,0.05500000000000005,2025-03-01 19:30:00+00:00,5,major,1
93914,Carolina Royal Ravens,1,3,0,243,212,31265,1.1462264150943395,1.2025,0.11354147553500733,1.32,0.25925925925925924,0.11749999999999994,2025-03-01 15:00:00+00:00,5,major,1
93914,LA Guerrillas M8,0,0,3,212,243,27464,0.8724279835390947,0.8,0.1489966442575134,0.96,0.3160377358490566,0.15999999999999992,2025-03-01 15:00:00+00:00,5,major,1
93915,Los Angeles Thieves,1,3,0,219,192,28393,1.140625,1.245,0.06855654600401048,1.3,0.2648401826484018,0.05499999999999994,2025-03-02 15:00:00+00:00,5,major,1
93915,Carolina Royal Ravens,0,0,3,192,219,26067,0.8767123287671232,0.7525,0.029860788111948238,0.79,0.2916666666666667,0.03750000000000009,2025-03-02 15:00:00+00:00,5,major,1
93916,Vancouver Surge,1,3,0,251,213,30362,1.1784037558685443,1.1475,0.08770214744615243,1.26,0.2908366533864542,0.11250000000000004,2025-03-02 16:30:00+00:00,5,major,1
93916,Toronto Ultra,0,0,3,213,251,28219,0.848605577689243,0.85,0.05715476066494081,0.92,0.2676056338028169,0.07000000000000006,2025-03-02 16:30:00+00:00,5,major,1
93917,Los Angeles Thieves,1,4,3,487,471,61942,1.0339702760084926,1.0375,0.04645786621588783,1.1,0.2669404517453799,0.0625,2025-03-02 18:00:00+00:00,7,major finals,1
93917,Vancouver Surge,0,3,4,470,487,58358,0.9650924024640656,0.965,0.08962886439832503,1.09,0.2765957446808511,0.1250000000000001,2025-03-02 18:00:00+00:00,7,major finals,1
93918,Vancouver Surge,0,0,3,233,265,29935,0.879245283018868,0.83,0.07438637868140464,0.94,0.3218884120171674,0.10999999999999988,2025-03-07 15:00:00+00:00,5,minor,0
93918,Los Angeles Thieves,1,3,0,264,233,32776,1.1330472103004292,1.1675,0.12230426539304887,1.27,0.3106060606060606,0.10250000000000004,2025-03-07 15:00:00+00:00,5,minor,0
93919,Toronto Ultra,1,3,1,267,235,33877,1.1361702127659574,1.2025,0.14728091073410246,1.39,0.32209737827715357,0.1875,2025-03-07 16:30:00+00:00,5,minor,0
93919,Vegas Falcons,0,1,3,235,267,32237,0.8801498127340824,0.7975000000000001,0.08139410298049853,0.89,0.2936170212765957,0.09250000000000003,2025-03-07 16:30:00+00:00,5,minor,0
93920,Cloud9 New York,1,3,0,196,149,24381,1.3154362416107384,1.315,0.10661457061146315,1.42,0.28061224489795916,0.10499999999999998,2025-03-07 18:00:00+00:00,5,minor,0
93920,LA Guerrillas M8,0,0,3,149,197,21028,0.7563451776649747,0.6849999999999999,0.02516611478423584,0.71,0.28187919463087246,0.025000000000000022,2025-03-07 18:00:00+00:00,5,minor,0
93921,Atlanta FaZe,1,3,0,212,172,26488,1.2325581395348837,1.3075,0.17858238061652848,1.45,0.3018867924528302,0.14249999999999985,2025-03-08 15:00:00+00:00,5,minor,0
93921,Minnesota RØKKR,0,0,3,172,212,23393,0.8113207547169812,0.695,0.10785793124908953,0.84,0.3430232558139535,0.14500000000000002,2025-03-08 15:00:00+00:00,5,minor,0
93922,Cloud9 New York,0,1,3,294,333,38639,0.8828828828828829,0.855,0.07593857166596346,0.92,0.2789115646258503,0.06500000000000006,2025-03-08 16:30:00+00:00,5,minor,0
93922,Carolina Royal Ravens,1,3,1,333,294,42214,1.1326530612244898,1.1475,0.14407752542757438,1.34,0.32432432432432434,0.19250000000000012,2025-03-08 16:30:00+00:00,5,minor,0
93923,Los Angeles Thieves,1,3,0,226,180,26870,1.2555555555555555,1.3225,0.13425721582097558,1.5,0.2831858407079646,0.1775,2025-03-08 18:00:00+00:00,5,minor,0
93923,Boston Breach,0,0,3,180,226,23918,0.7964601769911505,0.6749999999999999,0.099498743710662,0.8,0.28888888888888886,0.125,2025-03-08 18:00:00+00:00,5,minor,0
93924,OpTic Texas,0,0,3,237,253,30412,0.9367588932806324,0.9075,0.055000000000000014,0.98,0.29957805907172996,0.07250000000000001,2025-03-08 19:30:00+00:00,5,minor,0
93924,Miami Heretics,1,3,0,252,237,31956,1.0632911392405062,1.0925,0.23514180118955172,1.36,0.3253968253968254,0.26750000000000007,2025-03-08 19:30:00+00:00,5,minor,0
93925,Vegas Falcons,0,0,3,184,201,24618,0.9154228855721394,0.7725,0.07410578025138571,0.87,0.29891304347826086,0.09750000000000003,2025-03-09 15:00:00+00:00,5,minor,0
93925,LA Guerrillas M8,1,3,0,201,184,26276,1.0923913043478262,1.2275,0.08460693430998047,1.33,0.2935323383084577,0.10250000000000004,2025-03-09 15:00:00+00:00,5,minor,0
93926,Miami Heretics,0,1,3,325,314,41367,1.035031847133758,0.9325,0.0763216876123688,1.02,0.27384615384615385,0.08750000000000002,2025-03-09 16:30:00+00:00,5,minor,0
93926,Vancouver Surge,1,3,1,314,325,41155,0.966153846153846,1.0650000000000002,0.11357816691600552,1.23,0.27070063694267515,0.16500000000000004,2025-03-09 16:30:00+00:00,5,minor,0
93927,Toronto Ultra,1,3,0,255,190,30982,1.3421052631578947,1.335,0.231012265186649,1.65,0.33725490196078434,0.31499999999999995,2025-03-09 18:00:00+00:00,5,minor,0
93927,OpTic Texas,0,0,3,190,255,26448,0.7450980392156863,0.665,0.05916079783099617,0.73,0.2894736842105263,0.06499999999999995,2025-03-09 18:00:00+00:00,5,minor,0
93928,Boston Breach,0,2,3,367,398,47117,0.9221105527638191,0.9275,0.057951128835712365,0.99,0.26975476839237056,0.0625,2025-03-09 19:30:00+00:00,5,minor,0
93928,Atlanta FaZe,1,3,2,397,367,49177,1.0817438692098094,1.0725,0.025000000000000095,1.1,0.25440806045340053,0.02750000000000008,2025-03-09 19:30:00+00:00,5,minor,0
93929,Toronto Ultra,1,3,2,309,311,40791,0.9935691318327974,1.025,0.053229064742237805,1.08,0.2750809061488673,0.05500000000000016,2025-03-14 15:00:00+00:00,5,minor,0
93929,Vancouver Surge,0,2,3,310,310,40673,1.0,0.975,0.12871156384205212,1.15,0.31290322580645163,0.17499999999999993,2025-03-14 15:00:00+00:00,5,minor,0
93930,Los Angeles Thieves,1,3,0,195,130,22901,1.5,1.395,0.06454972243679023,1.49,0.28205128205128205,0.09499999999999997,2025-03-14 16:30:00+00:00,5,minor,0
93930,OpTic Texas,0,0,3,130,195,18609,0.6666666666666666,0.6025,0.12658988901172163,0.74,0.3153846153846154,0.13749999999999996,2025-03-14 16:30:00+00:00,5,minor,0
93931,Carolina Royal Ravens,1,3,0,232,187,29484,1.2406417112299466,1.2225,0.13720422734012236,1.4,0.2974137931034483,0.1775,2025-03-14 18:00:00+00:00,5,minor,0
93931,Miami Heretics,0,0,3,187,232,25850,0.8060344827586207,0.775,0.15926916420533715,0.96,0.33689839572192515,0.18499999999999994,2025-03-14 18:00:00+00:00,5,minor,0
93932,Miami Heretics,0,1,3,334,341,42784,0.9794721407624634,0.885,0.117898261225516,1.06,0.2934131736526946,0.17500000000000004,2025-03-15 15:00:00+00:00,5,minor,0
93932,Boston Breach,1,3,1,341,335,43488,1.017910447761194,1.1125,0.05499999999999992,1.16,0.25513196480938416,0.047499999999999876,2025-03-15 15:00:00+00:00,5,minor,0
93933,Los Angeles Thieves,1,3,1,299,273,37652,1.0952380952380951,1.2049999999999998,0.10754843869934458,1.34,0.26755852842809363,0.135,2025-03-15 16:30:00+00:00,5,minor,0
93933,Minnesota RØKKR,0,1,3,273,299,35972,0.9130434782608696,0.7975,0.0805708797684788,0.88,0.27472527472527475,0.08250000000000002,2025-03-15 16:30:00+00:00,5,minor,0
93934,Vegas Falcons,0,1,3,347,356,45561,0.9747191011235956,0.9025,0.041932485418030394,0.96,0.29971181556195964,0.057499999999999996,2025-03-15 18:00:00+00:00,5,minor,0
93934,Carolina Royal Ravens,1,3,1,355,347,44429,1.0230547550432276,1.0975,0.05315072906367314,1.14,0.27323943661971833,0.04249999999999998,2025-03-15 18:00:00+00:00,5,minor,0
93935,LA Guerrillas M8,0,1,3,340,349,43846,0.9742120343839542,0.9625,0.05315072906367323,1.02,0.27941176470588236,0.057499999999999996,2025-03-15 19:30:00+00:00,5,minor,0
93935,Atlanta FaZe,1,3,1,349,340,43554,1.026470588235294,1.035,0.12396235987858034,1.2,0.2979942693409742,0.16500000000000004,2025-03-15 19:30:00+00:00,5,minor,0
93936,LA Guerrillas M8,0,1,3,263,312,34782,0.842948717948718,0.8075,0.1135414755350073,0.92,0.2813688212927757,0.11250000000000004,2025-03-16 15:00:00+00:00,5,minor,0
93936,OpTic Texas,1,3,1,312,264,38049,1.181818181818182,1.1925,0.11870832602082579,1.32,0.2980769230769231,0.12750000000000017,2025-03-16 15:00:00+00:00,5,minor,0
93937,Minnesota RØKKR,0,1,3,287,318,38875,0.9025157232704404,0.915,0.10661457061146319,1.05,0.313588850174216,0.135,2025-03-16 16:30:00+00:00,5,minor,0
93937,Vancouver Surge,1,3,1,318,288,39955,1.1041666666666667,1.0825,0.05619905100029113,1.13,0.2861635220125786,0.047499999999999876,2025-03-16 16:30:00+00:00,5,minor,0
93938,Cloud9 New York,0,1,3,299,328,37899,0.9115853658536586,0.865,0.13892443989449804,0.98,0.2976588628762542,0.11499999999999999,2025-03-16 18:00:00+00:00,5,minor,0
93938,Atlanta FaZe,1,3,1,328,299,40618,1.096989966555184,1.135,0.07325753658611961,1.22,0.2774390243902439,0.08499999999999996,2025-03-16 18:00:00+00:00,5,minor,0
93939,Carolina Royal Ravens,0,0,3,263,284,33764,0.926056338028169,0.845,0.049999999999999975,0.9,0.2813688212927757,0.05500000000000005,2025-03-20 13:30:00+00:00,5,major,1
93939,Vancouver Surge,1,3,0,284,263,34866,1.079847908745247,1.1575,0.02872281323269005,1.18,0.2605633802816901,0.022499999999999964,2025-03-20 13:30:00+00:00,5,major,1
93940,Toronto Ultra,0,0,3,244,266,31465,0.9172932330827068,0.8775000000000001,0.0727438428093173,0.98,0.29508196721311475,0.10250000000000004,2025-03-20 15:00:00+00:00,5,major,1
93940,Cloud9 New York,1,3,0,266,244,32693,1.0901639344262295,1.12,0.08286535263104028,1.22,0.2669172932330827,0.09999999999999987,2025-03-20 15:00:00+00:00,5,major,1
93941,Los Angeles Thieves,0,1,3,360,375,44696,0.96,0.9925000000000002,0.07041543391425868,1.07,0.28055555555555556,0.07750000000000012,2025-03-20 16:30:00+00:00,5,major,1
93941,Boston Breach,1,3,1,374,360,46929,1.038888888888889,1.005,0.10408329997330662,1.15,0.2700534759358289,0.14500000000000002,2025-03-20 16:30:00+00:00,5,major,1
93942,Atlanta FaZe,1,3,0,233,194,29107,1.2010309278350515,1.3,0.05887840577551903,1.36,0.2832618025751073,0.06000000000000005,2025-03-20 18:00:00+00:00,5,major,1
93942,Minnesota RØKKR,0,0,3,194,233,24873,0.8326180257510729,0.7025,0.0899536917900909,0.78,0.29381443298969073,0.07750000000000001,2025-03-20 18:00:00+00:00,5,major,1
93943,Miami Heretics,0,1,3,378,359,46619,1.052924791086351,0.9575,0.16760568804985904,1.15,0.30952380952380953,0.1924999999999999,2025-03-21 13:30:00+00:00,5,major,1
93943,Los Angeles Thieves,1,3,1,359,378,46202,0.9497354497354498,1.04,0.025819888974716137,1.07,0.27298050139275765,0.030000000000000027,2025-03-21 13:30:00+00:00,5,major,1
93944,Vegas Falcons,0,0,3,157,203,23945,0.7733990147783252,0.7150000000000001,0.06454972243679026,0.78,0.2802547770700637,0.06499999999999995,2025-03-21 15:00:00+00:00,5,major,1
93944,Carolina Royal Ravens,1,3,0,203,157,25431,1.2929936305732483,1.2825,0.13499999999999987,1.39,0.2857142857142857,0.10749999999999993,2025-03-21 15:00:00+00:00,5,major,1
93945,OpTic Texas,1,3,0,209,178,26606,1.1741573033707866,1.2925,0.18997806890972088,1.52,0.2966507177033493,0.22750000000000004,2025-03-21 16:30:00+00:00,5,major,1
93945,Minnesota RØKKR,0,0,3,178,209,24534,0.8516746411483254,0.7075,0.14384598244882157,0.91,0.3539325842696629,0.2025,2025-03-21 16:30:00+00:00,5,major,1
93946,LA Guerrillas M8,0,0,3,168,220,21922,0.7636363636363637,0.695,0.04509249752822892,0.75,0.27976190476190477,0.05500000000000005,2025-03-21 18:00:00+00:00,5,major,1
93946,Toronto Ultra,1,3,0,220,169,26805,1.301775147928994,1.305,0.117898261225516,1.38,0.2909090909090909,0.07499999999999996,2025-03-21 18:00:00+00:00,5,major,1
93947,Los Angeles Thieves,1,3,0,218,155,25760,1.4064516129032258,1.4375,0.11615363389350614,1.58,0.2889908256880734,0.14250000000000007,2025-03-21 19:30:00+00:00,5,major,1
93947,Carolina Royal Ravens,0,0,3,155,218,21279,0.7110091743119266,0.565,0.03109126351029599,0.6,0.3161290322580645,0.03500000000000003,2025-03-21 19:30:00+00:00,5,major,1
93948,OpTic Texas,0,0,3,208,238,27504,0.8739495798319328,0.775,0.09291573243177574,0.87,0.2980769230769231,0.09499999999999997,2025-03-22 13:30:00+00:00,5,major,1
93948,Toronto Ultra,1,3,0,238,208,29486,1.1442307692307692,1.225,0.13329166015421468,1.37,0.2815126050420168,0.14500000000000002,2025-03-22 13:30:00+00:00,5,major,1
93949,Boston Breach,0,1,3,357,390,46878,0.9153846153846154,0.945,0.0443471156521669,1.0,0.27170868347338933,0.05499999999999994,2025-03-22 15:00:00+00:00,5,major,1
93949,Vancouver Surge,1,3,1,390,357,48056,1.092436974789916,1.055,0.11846237095944571,1.14,0.28717948717948716,0.08499999999999996,2025-03-22 15:00:00+00:00,5,major,1
93950,Atlanta FaZe,1,3,1,328,302,41425,1.086092715231788,1.095,0.09110433579144292,1.22,0.27439024390243905,0.125,2025-03-22 16:30:00+00:00,5,major,1
93950,Cloud9 New York,0,1,3,302,328,39515,0.9207317073170732,0.9025,0.11954775893619532,1.05,0.2947019867549669,0.14749999999999996,2025-03-22 16:30:00+00:00,5,major,1
93951,Boston Breach,0,0,3,199,242,26779,0.8223140495867769,0.7475,0.030956959368344552,0.79,0.27638190954773867,0.04249999999999998,2025-03-22 18:00:00+00:00,5,major,1
93951,Toronto Ultra,1,3,0,242,199,29399,1.2160804020100502,1.2525,0.08421203397773193,1.37,0.29338842975206614,0.11750000000000016,2025-03-22 18:00:00+00:00,5,major,1
93952,Cloud9 New York,0,0,3,209,228,27425,0.9166666666666666,0.84,0.06879922480183431,0.89,0.2822966507177033,0.050000000000000044,2025-03-22 19:30:00+00:00,5,major,1
93952,Los Angeles Thieves,1,3,0,228,209,28532,1.0909090909090908,1.1575,0.09429563439877091,1.29,0.2894736842105263,0.13250000000000006,2025-03-22 19:30:00+00:00,5,major,1
93953,Toronto Ultra,1,3,0,200,163,23639,1.2269938650306749,1.2025,0.08301606270274842,1.31,0.28,0.10749999999999993,2025-03-23 13:30:00+00:00,5,major,1
93953,Los Angeles Thieves,0,0,3,163,200,20630,0.815,0.7975,0.06994045086119095,0.88,0.294478527607362,0.08250000000000002,2025-03-23 13:30:00+00:00,5,major,1
93954,Vancouver Surge,0,2,3,360,338,47004,1.0650887573964498,1.0375,0.04856267428111159,1.1,0.26944444444444443,0.0625,2025-03-23 15:00:00+00:00,5,major,1
93954,Atlanta FaZe,1,3,2,338,360,46215,0.9388888888888888,0.96,0.06324555320336755,1.04,0.26331360946745563,0.08000000000000007,2025-03-23 15:00:00+00:00,5,major,1
93955,Vancouver Surge,1,3,1,349,306,44784,1.1405228758169934,1.175,0.12261049438499677,1.3,0.28939828080229224,0.125,2025-03-23 16:30:00+00:00,5,major,1
93955,Toronto Ultra,0,1,3,306,349,41112,0.8767908309455588,0.8275,0.10404326023342406,0.97,0.28104575163398693,0.14249999999999996,2025-03-23 16:30:00+00:00,5,major,1
93956,Atlanta FaZe,1,4,0,343,281,41743,1.2206405693950175,1.2925,0.1554295124271235,1.52,0.2857142857142857,0.22750000000000004,2025-03-23 18:00:00+00:00,7,major finals,1
93956,Vancouver Surge,0,0,4,281,344,38316,0.8168604651162791,0.7075,0.04991659710623976,0.78,0.298932384341637,0.07250000000000001,2025-03-23 18:00:00+00:00,7,major finals,1
